Geneid	../bam/americana_AG_1.bam	../bam/americana_AG_2.bam	../bam/americana_AG_3.bam	../bam/americana_carcass_1.bam	../bam/americana_carcass_2.bam	../bam/americana_carcass_3.bam	../bam/americana_EB_1.bam	../bam/americana_EB_2.bam	../bam/americana_testes_1.bam	../bam/americana_testes_2.bam	../bam/americana_testes_3.bam	../bam/DameSB_fem.bam	../bam/DameSB_mal.bam
MSTRG.1	0	0	0	0	0	0	0	0	1	0	0	195	1
MSTRG.2	0	0	5	3	2	2	1	3	3	1	0	0	47
MSTRG.3	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4	0	2	1	0	4	355	1	1	0	0	1	23	60
MSTRG.5	0	6	5	0	13	60	2	3	0	0	2	142	15
MSTRG.6	0	9	12	0	7	643	1	0	0	22	11	368	54
MSTRG.7	0	0	15	0	76	100	1	1	0	12	2	373	36
MSTRG.8	0	0	0	0	1	153	0	0	0	1	0	19	0
MSTRG.9	1	0	0	0	4	94	2	3	0	0	2	263	55
MSTRG.10	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.11	0	234	6	4	21	5997	5	84	1	5	9	307	256
MSTRG.12	2	90	16	6	125	8178	13	33	3	24	17	1412	498
MSTRG.13	2	0	0	6	0	191	0	0	2	0	0	335	185
MSTRG.14	0	0	0	0	2	1	0	0	0	0	0	0	1
MSTRG.15	0	0	0	0	0	1	0	1	0	0	0	182	13
MSTRG.16	0	9	5	0	16	68	3	5	0	6	7	24	22
MSTRG.17	114	1146	917	172	2598	19741	746	996	47	544	692	13397	8209
MSTRG.18	1	7	5	1	32	62	5	1	1	3	1	22	19
MSTRG.19	534	2333	1988	687	6496	30915	2291	2490	181	1092	1375	1777	1865
MSTRG.20	48	12	9	64	20	109	6	10	13	8	10	935	681
MSTRG.21	0	3	1	0	11	48	0	1	0	0	4	23	19
MSTRG.22	0	23	20	0	130	7357	18	11	1	17	11	256	270
MSTRG.23	0	13	11	0	127	253	28	12	0	9	15	695	84
MSTRG.24	0	0	0	0	0	0	0	0	0	0	0	0	210
MSTRG.25	0	3	3	0	16	1147	2	13	2	3	6	397	146
MSTRG.26	0	1	0	1	1	18	0	2	0	0	0	144	15
MSTRG.27	0	0	0	0	0	3	0	0	0	0	0	8	2
MSTRG.28	0	0	0	0	0	0	0	0	1	0	0	1	6
MSTRG.29	0	0	0	0	0	1	0	5	129	110	100	0	995
MSTRG.30	0	0	0	0	0	0	0	0	0	0	0	7	0
MSTRG.31	0	0	0	0	0	0	1	1	0	0	0	265	46
MSTRG.32	0	0	0	0	0	0	0	0	0	0	0	4	1
MSTRG.33	1	0	0	5	0	0	0	0	0	0	0	1166	206
MSTRG.34	0	0	0	0	0	0	0	0	1	0	0	0	9
MSTRG.35	0	0	0	0	0	1	0	1	12	7	1	0	63
MSTRG.36	0	0	0	3	0	0	0	0	1	0	0	549	79
MSTRG.37	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.38	1	0	0	0	3	11	3	0	0	1	1	65	32
MSTRG.39	0	0	0	1	0	3	0	0	0	0	0	14	17
MSTRG.40	1	0	3	0	1	98	0	185	1	1	0	691	119
MSTRG.41	0	0	0	0	0	1	0	0	0	0	0	36	75
MSTRG.42	0	0	0	0	0	100	0	0	0	0	0	33	9
MSTRG.43	0	1	1	2	0	8	0	12	0	0	0	42	12
MSTRG.44	0	1	2	1	3	9	1	1	0	1	2	243	16
MSTRG.45	8	165	130	13	608	2420	83	201	7	78	111	946	498
MSTRG.46	1	0	2	1	2	15	0	1	0	1	1	13	9
MSTRG.47	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.48	0	2	1	2	0	1	0	0	5	0	0	32	20
MSTRG.49	2	2	2	3	1	11	0	0	3	3	0	25	19
MSTRG.50	0	0	0	0	1	4	0	0	0	0	0	0	0
MSTRG.51	0	0	1	0	2	0	0	0	0	0	0	168	173
MSTRG.52	0	0	0	0	2	1	0	0	1	0	1	56	21
MSTRG.53	0	0	0	0	0	0	0	0	0	0	0	61	8
MSTRG.54	0	16	4	0	5	0	0	2	0	0	0	565	898
MSTRG.55	552	77	269	2940	1426	247	107	133	217	46	51	53542	4640
MSTRG.56	0	0	1	2	3	1	1	0	0	0	0	813	0
MSTRG.57	0	0	2	0	0	0	0	2	0	0	0	1403	1
MSTRG.58	0	0	0	0	0	0	0	0	0	0	0	14	0
MSTRG.59	0	0	0	0	0	0	0	0	0	0	0	0	123
MSTRG.60	0	0	0	0	0	0	0	0	0	0	0	0	18
MSTRG.61	0	0	0	0	0	0	0	0	0	0	0	0	20
MSTRG.62	0	0	0	0	0	0	0	0	1	0	0	3	744
MSTRG.63	0	0	0	0	0	0	0	0	0	0	0	0	7
MSTRG.64	0	0	0	0	0	0	0	0	0	0	0	0	1
MSTRG.65	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.66	0	0	0	2	0	0	0	0	14	0	0	165	369
MSTRG.67	0	0	0	0	0	0	0	0	2	0	0	0	27
MSTRG.68	0	0	0	0	2	0	1	0	0	5	5	0	42
MSTRG.69	0	0	0	2	0	1	0	0	2	0	0	38	14
MSTRG.70	0	0	0	1	0	0	0	0	0	0	0	7	2
MSTRG.71	0	0	0	0	0	1	0	0	0	0	0	32	1
MSTRG.72	1	1	1	9	0	13	0	0	0	0	0	15	0
MSTRG.73	0	2	4	485	481	404	6	1	9	12	9	773	1344
MSTRG.74	0	0	0	0	1	0	0	0	0	0	0	21	1
MSTRG.75	0	0	0	1	0	0	0	0	0	0	0	29	9
MSTRG.76	4	4	6	17	37	27	5	9	2	2	1	0	103
MSTRG.77	4	4	6	31	96	26	1	6	4	3	9	31	200
MSTRG.78	4	2	1	13	15	28	3	0	1	0	1	5	172
MSTRG.79	600	529	685	1878	2142	1133	243	519	146	189	234	5298	3624
MSTRG.80	111	143	162	260	1163	300	155	216	17	23	32	1	96
MSTRG.81	183	204	272	746	1650	599	213	456	50	44	71	5479	2639
MSTRG.82	11	8	15	66	45	28	10	21	1	0	2	0	86
MSTRG.83	23	26	41	109	330	91	31	64	4	3	7	22	125
MSTRG.84	9	13	7	155	308	234	59	134	6	3	2	118	363
MSTRG.85	975	907	999	2071	2144	1529	518	1066	1068	1273	1600	11788	10317
MSTRG.86	1184	1257	1607	4301	4823	3639	1761	2891	367	549	680	10385	15893
MSTRG.87	4	4	1	4	0	3	0	3	65	74	99	0	224
MSTRG.88	637	662	768	1267	1147	895	483	842	1094	1390	1524	6706	10845
MSTRG.89	9	3	8	16	1	7	3	32	825	502	646	6	3804
MSTRG.90	0	0	0	0	0	0	0	0	0	0	0	60	4
MSTRG.91	155	120	183	381	619	231	7	10	4	4	2	191	413
MSTRG.92	107	101	99	1355	2375	1010	174	226	27	36	57	2880	2457
MSTRG.93	1	5	12	112	155	78	2	0	1	1	0	71	158
MSTRG.94	613	457	587	1004	1245	620	308	600	303	307	399	3853	2690
MSTRG.95	1	2	1	18	26	2	4	9	8	6	14	0	8
MSTRG.96	541	594	678	1462	2603	934	411	924	274	362	445	6670	3669
MSTRG.97	68	163	126	0	0	2	5	0	0	0	0	1	29
MSTRG.98	16	13	24	1	1	0	0	6	2	0	0	6	7
MSTRG.99	2	4	3	8	3	11	2	7	6	8	11	5	79
MSTRG.100	2	12	15	16	54	16	10	17	14	24	23	15	115
MSTRG.101	4	5	6	16	53	24	6	3	1	4	4	0	0
MSTRG.102	0	0	0	0	0	0	0	0	0	0	0	14	0
MSTRG.103	576	571	636	1434	1387	1118	836	1271	594	735	890	7618	6117
MSTRG.104	71	400	51	2408	1748	1786	542	1454	10444	13012	16373	5139	121663
MSTRG.105	0	0	2	455	381	299	1	4	4	7	11	496	827
MSTRG.106	42	21	27	162	280	76	17	45	11	7	11	67	155
MSTRG.107	3	0	2	4	6	3	0	0	0	0	1	1	8
MSTRG.108	5	25	1	1	7	3	0	102	1315	1238	1317	1	4533
MSTRG.109	0	0	0	0	0	0	0	0	0	0	0	876	2
MSTRG.110	0	0	0	0	0	0	0	0	0	0	0	138	1
MSTRG.111	0	0	0	0	0	0	0	0	0	0	0	0	3
MSTRG.112	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.113	0	0	0	0	0	0	0	0	0	0	0	1571	5
MSTRG.114	0	0	0	0	0	0	0	0	0	0	0	6	2
MSTRG.115	22	33	65	2444	4896	2710	16	10	8	13	23	2659	5307
MSTRG.116	46	40	51	54	23	35	2	0	4	0	0	21	85
MSTRG.117	18	10	10	28	50	14	1	4	20	11	9	7	88
MSTRG.118	89	84	137	2209	2496	1947	96	123	33	33	48	2264	3790
MSTRG.119	1	0	1	437	274	216	3	1	2	0	5	401	786
MSTRG.120	92	93	90	116	106	118	20	99	392	564	712	16846	3089
MSTRG.121	707	769	788	1950	2129	1638	619	1070	433	643	807	9364	7783
MSTRG.122	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.123	500	636	690	600	730	467	530	859	225	367	398	1892	2201
MSTRG.124	2	1	21	874	199	380	10	0	2	1	5	1925	10858
MSTRG.125	468	270	289	885	718	642	216	363	469	790	844	2581	5517
MSTRG.126	360	425	430	1614	2839	1378	466	950	2656	3534	4172	2354	20798
MSTRG.127	193	202	228	381	134	409	252	330	716	918	1129	1733	10674
MSTRG.128	399	296	321	836	147	527	338	503	908	1052	1744	5194	26757
MSTRG.129	569	363	429	1250	1769	730	307	574	282	294	326	992	990
MSTRG.130	237	446	522	549	1570	680	283	516	209	493	474	752	1451
MSTRG.131	777	785	1067	2765	2106	2762	1361	2461	904	1297	1440	14228	20324
MSTRG.132	3	7	2	2	0	1	0	20	367	273	255	6	292
MSTRG.133	191	215	225	386	384	487	191	309	107	156	198	2901	2490
MSTRG.134	0	0	0	281	549	321	0	1	12	14	20	9	652
MSTRG.135	47	142	58	134	72	150	58	291	2320	3219	3563	165	21440
MSTRG.136	1	1	1	3	9	2	1	0	1	3	7	8	9
MSTRG.137	4472	4924	6076	2839	3263	2371	3233	5058	912	1524	1643	10808	13542
MSTRG.138	5	2	1	0	0	0	0	0	0	0	1	0	0
MSTRG.139	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.140	0	0	0	2	1	0	0	1	2	1	1	0	3
MSTRG.141	0	14	63	5088	7181	6276	35	21	5	15	5	4492	16025
MSTRG.142	4	2	6	104	234	143	309	413	2	1	2	150	180
MSTRG.143	85	116	95	127	178	173	122	150	27	48	74	105	320
MSTRG.144	2	0	0	23	15	7	0	0	3	0	1	19	52
MSTRG.145	140	297	233	586	349	648	287	546	1380	2657	3155	5560	17367
MSTRG.146	558	850	665	852	1627	1113	353	746	3185	5029	5087	1916	13826
MSTRG.147	5	7	12	24	152	29	17	19	12	14	15	141	65
MSTRG.148	0	0	1	62	100	77	1	1	13	8	12	10	49
MSTRG.149	1	13	1	11	0	1	3	17	175	291	369	9	1149
MSTRG.150	124	120	121	387	156	350	151	234	404	616	757	1354	5516
MSTRG.151	0	0	0	0	0	0	0	3	45	75	55	3	254
MSTRG.152	0	1	0	48	68	24	0	0	2	0	0	0	18
MSTRG.153	11	16	8	41	107	36	12	31	7	11	11	173	225
MSTRG.154	0	0	0	13	33	10	0	0	0	0	0	10	6
MSTRG.155	2	21	1	6	2	3	0	78	827	1489	1916	10	10423
MSTRG.156	207	308	425	271	643	647	278	374	602	1130	1408	1957	11363
MSTRG.157	125	219	203	342	513	447	519	674	107	256	290	4059	2865
MSTRG.158	151	319	305	1017	3313	1594	537	975	140	302	373	7381	9075
MSTRG.159	97	130	126	213	442	230	171	242	131	242	315	2595	1992
MSTRG.160	1	1	6	316	545	311	2	2	3	7	7	95	218
MSTRG.161	117	224	144	252	313	241	113	244	610	1389	1528	1258	4710
MSTRG.162	0	1	0	2	2	2	0	1	19	23	25	8680	107
MSTRG.163	84	137	107	293	689	602	147	303	1018	1541	2021	917	13928
MSTRG.164	0	19	48	6191	5777	5849	72	480	98	186	181	2306	2725
MSTRG.165	0	1	1	0	0	0	0	4	129	162	196	0	453
MSTRG.166	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.167	0	0	0	19	8	2	27	27	0	0	0	2	10
MSTRG.168	2	18	1	5	2	1	0	14	98	220	278	72445	845
MSTRG.169	0	2	1	1	1	1	2	4	17	39	21	1	52
MSTRG.170	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.171	0	1	0	0	0	0	0	2	51	36	49	0	192
MSTRG.172	1	34	0	0	1	4	2	55	854	852	954	8	4211
MSTRG.173	0	0	0	0	0	0	0	0	0	0	0	74	6
MSTRG.174	0	1	0	0	0	0	0	7	143	197	209	1	484
MSTRG.175	77	24	41	82	39	30	13	20	23	11	15	157	278
MSTRG.176	9	7	9	7	35	9	2	12	1	1	0	29	57
MSTRG.177	18	21	18	16	27	13	3	3	1	1	0	31	58
MSTRG.178	22	23	39	42	175	54	3	6	5	1	3	130	184
MSTRG.179	3	5	4	3	1	13	6	4	0	0	0	11	54
MSTRG.180	18	23	18	18	14	30	19	16	1	5	3	43	155
MSTRG.181	114	186	225	574	430	445	228	443	323	422	505	3073	3672
MSTRG.182	312	231	328	356	319	302	232	198	22	16	15	386	1681
MSTRG.183	18	272	12	7	12	32	4	448	8111	9106	10081	24	51364
MSTRG.184	7	176	6	3	17	20	7	403	5081	6202	6013	0	4964
MSTRG.185	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.186	675	1023	999	388	955	585	389	628	146	291	342	1577	1644
MSTRG.187	266	463	463	310	488	292	719	1074	784	1634	1893	2380	7226
MSTRG.188	2029	1635	1918	2147	1331	1608	1475	2170	885	1261	1403	5829	9794
MSTRG.189	3458	3247	3378	4089	5361	4051	1719	3149	3115	4000	4702	15937	33154
MSTRG.190	14	13	9	3	1	2	1	0	0	0	0	0	9
MSTRG.191	7723	11198	13338	11111	20119	12065	13235	22468	2068	2904	3424	149578	41730
MSTRG.192	272	296	356	696	1233	877	362	603	618	786	982	3370	12309
MSTRG.193	586	1062	990	408	389	426	839	1008	73	124	163	844	1499
MSTRG.194	230	223	236	242	401	161	37	86	216	210	253	2122	1004
MSTRG.195	1705	1928	2103	4028	3791	3872	1590	2650	1055	1725	1926	11541	19018
MSTRG.196	282	417	389	662	1358	647	409	724	165	310	336	5911	2030
MSTRG.197	12	4	9	11	1	12	10	9	6	3	6	207	312
MSTRG.198	62	88	102	122	146	223	94	145	58	63	84	525	1216
MSTRG.199	138	141	142	1097	1030	678	208	418	406	490	510	3150	2902
MSTRG.200	14217	17896	21550	1363	2651	2145	6578	9259	1104	2272	2659	4211	24095
MSTRG.201	61	113	153	1	0	0	0	1	0	0	2	2	18
MSTRG.202	294	325	370	6	9	3	46	52	4	1	4	43	61
MSTRG.203	0	0	0	20	176	23	0	0	0	2	0	17	63
MSTRG.204	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.205	0	4	1	80	374	77	0	0	5	1	4	70	450
MSTRG.206	2	2	1	41	71	27	0	0	8	2	8	44	272
MSTRG.207	1	1	0	26	11	32	0	6	4	2	6	30	192
MSTRG.208	1	0	0	37	7	27	0	0	1	1	2	13	176
MSTRG.209	1	0	0	79	44	41	0	2	1	0	2	54	191
MSTRG.210	1473	1053	1269	1405	715	663	724	1251	207	139	179	7199	5761
MSTRG.211	2859	3535	4277	1835	2750	1609	2008	3296	834	1337	1531	20960	12116
MSTRG.212	246	450	327	1025	1232	817	472	962	2747	4125	4575	3914	19674
MSTRG.213	1422	1447	1472	2784	2645	2168	1468	2128	481	683	789	4604	10041
MSTRG.214	719	610	869	744	389	948	1069	1702	176	200	283	3067	5529
MSTRG.215	124	178	227	64	151	59	54	77	16	34	28	26	4083
MSTRG.216	257	563	633	12583	27933	30511	13123	19261	1446	2975	4321	18564	56093
MSTRG.217	447	443	475	1016	2088	997	539	1000	736	928	1003	24386	5494
MSTRG.218	147	224	235	257	577	294	178	285	73	136	148	2220	1782
MSTRG.219	1053	1097	1040	2680	2030	2286	1248	2228	5791	7327	8829	11808	64835
MSTRG.220	2	3	0	0	1	2	329	352	1	4	1	1	21
MSTRG.221	0	1	2	0	0	1	0	10	68	122	129	0	13
MSTRG.222	24	21	26	137	321	277	7	6	11	11	10	49	173
MSTRG.223	7343	12535	15827	2005	3198	2356	6602	9915	880	1679	1825	7566	9079
MSTRG.224	122	159	165	650	890	583	353	586	74	136	125	1388	1824
MSTRG.225	0	0	1	3	7	3	0	0	0	0	0	8	12
MSTRG.226	447	323	338	2052	1862	1559	517	874	148	198	222	4559	5733
MSTRG.227	115	75	117	184	504	479	36	43	18	28	44	277	1088
MSTRG.228	0	0	2	0	0	0	0	0	28	30	27	0	3
MSTRG.229	929	1129	1172	3124	2843	3595	1816	2534	310	527	655	3543	11859
MSTRG.230	7053	8370	8416	2374	3731	2176	2866	4985	1401	1818	2066	11436	13428
MSTRG.231	478	623	595	436	618	724	433	775	187	418	484	3872	4396
MSTRG.232	708	640	665	324	524	217	148	456	407	369	465	1282	2307
MSTRG.233	1409	1844	1881	11380	15596	4513	2274	3755	568	1011	1120	15215	14983
MSTRG.234	1884	1166	1174	5271	6847	4275	509	864	220	219	255	15732	16074
MSTRG.235	1183	1589	2465	1939	2389	1331	2124	3878	773	1096	1202	25019	9606
MSTRG.236	237	198	237	828	723	524	194	428	243	279	351	8177	3317
MSTRG.237	798	929	1361	5000	6469	5757	4845	6710	931	1425	1582	7157	22974
MSTRG.238	1330	1355	1416	3690	5465	3200	1634	2476	581	841	1027	13075	14195
MSTRG.239	3	4	1	438	333	411	44	91	63	83	106	265	1280
MSTRG.240	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.241	287	257	170	1261	550	528	289	600	3573	4276	4944	1605	37772
MSTRG.242	2	9	7	14	4	6	0	1	72	107	97	11	244
MSTRG.243	15	205	9	36	44	55	8	443	6291	7446	8811	76	45114
MSTRG.244	437	543	590	378	708	326	294	578	599	769	915	14585	4178
MSTRG.245	141	181	205	353	631	281	182	279	177	222	281	3157	989
MSTRG.246	7570	7873	9581	11593	33690	8539	4632	7715	1179	1678	1745	39217	22986
MSTRG.247	3	148	7	5	13	20	4	264	3132	5053	5742	12	23632
MSTRG.248	166	174	186	430	443	415	219	311	118	156	140	3763	1821
MSTRG.249	183	164	163	501	889	459	236	483	127	218	297	983	1304
MSTRG.250	1	1	1	43	74	34	1	2	3	0	1	37	966
MSTRG.251	0	2	0	0	0	0	0	3	34	59	47	0	175
MSTRG.252	2	16	0	0	1	3	0	19	220	344	325	3	991
MSTRG.253	1	1	1	0	1	0	0	11	145	153	154	0	172
MSTRG.254	2	29	3	0	0	5	0	42	431	609	709	1	2972
MSTRG.255	11	3	2	14	3	10	0	0	1	1	0	9	61
MSTRG.256	0	0	0	0	0	0	0	0	11	19	24	0	5
MSTRG.257	0	0	0	14	18	7	0	0	0	0	0	8	26
MSTRG.258	1	2	1	37	75	35	0	1	2	1	3	28	140
MSTRG.259	3	20	0	1	2	5	0	51	279	540	623	2	1653
MSTRG.260	5	18	2	147	62	37	3	73	894	1122	1355	114	3177
MSTRG.261	0	0	3	239	71	157	2	0	0	0	0	145	582
MSTRG.262	250	273	269	677	1380	746	421	664	267	457	485	2721	4672
MSTRG.263	1628	2621	2529	12482	20188	5339	2291	3668	549	1289	1270	2856	4892
MSTRG.264	0	0	0	1	2	1	0	0	0	0	0	35	17
MSTRG.265	2	45	9	79	140	77	3	117	1331	1905	2075	55	5764
MSTRG.266	3	12	2	0	1	1	0	52	623	947	1026	1	2552
MSTRG.267	129	129	148	463	490	342	207	397	791	952	1145	6492	4232
MSTRG.268	165	249	219	597	943	640	307	533	306	743	798	9563	3455
MSTRG.269	270	369	377	919	1049	923	43	209	888	1866	2009	3550	6247
MSTRG.270	9	147	10	5	6	19	1	238	3967	4199	4611	7	16691
MSTRG.271	68	1022	63	30	63	121	21	1969	26711	32813	41126	112	254994
MSTRG.272	8	171	8	3	7	28	1	346	4262	6797	7596	7	19155
MSTRG.273	1	0	0	0	0	0	0	0	30	35	35	0	21
MSTRG.274	344	181	258	4	0	1	0	0	0	0	0	1	32
MSTRG.275	1	12	1	7	30	8	0	61	594	913	915	2	2340
MSTRG.276	2	4	2	1	1	2	0	0	1	1	1	1	100
MSTRG.277	22	36	48	803	953	1465	14	26	4	8	5	1250	1293
MSTRG.278	3	3	0	0	0	2	0	0	4	2	1	90	3
MSTRG.279	6	4	3	11	47	11	0	0	0	0	2	6	22
MSTRG.280	3	13	1	0	0	5	0	32	472	580	673	3	4561
MSTRG.281	277	200	162	0	0	1	0	2	1	0	0	2	83
MSTRG.282	8	3	9	0	0	0	0	0	15	21	26	0	20
MSTRG.283	1	0	1	70	155	53	0	2	7	6	9	225	50
MSTRG.284	149	221	171	458	567	444	264	387	284	557	656	1132	3090
MSTRG.285	445	634	639	1035	945	896	513	1010	2035	2974	3420	4469	16789
MSTRG.286	4	7	9	878	420	453	10	18	103	84	83	849	1549
MSTRG.287	0	0	0	2	1	3	6	9	1	0	0	5	11
MSTRG.288	358	377	405	859	728	836	412	663	575	834	1067	4284	10212
MSTRG.289	651	518	638	695	544	580	316	512	137	153	180	1253	3906
MSTRG.290	444	635	655	762	1103	708	435	623	260	476	550	9001	3820
MSTRG.291	44	90	107	115	492	128	78	127	135	219	211	432	370
MSTRG.292	4605	5146	5571	14123	31574	14618	11863	19102	5639	8153	9179	37605	59563
MSTRG.293	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.294	5	1	0	36	3	4	1	0	14	8	17	7	132
MSTRG.295	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.296	36	28	46	39	8	33	21	36	5	5	4	21	285
MSTRG.297	67	133	92	14	51	23	16	78	523	876	1010	20	3211
MSTRG.298	3	50	9	2	10	7	2	101	1390	2259	2416	11	10707
MSTRG.299	14	9	10	84	163	86	8	40	1	2	10	302	487
MSTRG.300	0	0	1	3	3	2	0	1	98	111	133	6	135
MSTRG.301	6	3	0	13	0	3	0	2	14	11	4	2	42
MSTRG.302	111	155	133	1571	1208	1392	330	574	630	1032	1137	1330	6865
MSTRG.303	220	187	205	68	39	58	70	78	68	68	61	544	379
MSTRG.304	32	37	49	1779	6203	2051	12	0	2	2	0	119	655
MSTRG.305	510	622	695	248	274	253	221	315	61	102	138	1168	1322
MSTRG.306	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.307	13	157	2	6	8	18	1	370	4181	7094	8048	26	35863
MSTRG.308	35	50	30	32	62	39	41	61	97	111	125	15	223
MSTRG.309	429	414	395	4499	4641	4244	686	1247	412	536	686	8545	8107
MSTRG.310	229	254	302	670	1141	916	366	457	25	38	41	1107	1829
MSTRG.311	0	0	0	0	1	3	0	1	10	12	23	4	8
MSTRG.312	10	35	743	17357	78687	29848	351	17	262	426	416	19354	132035
MSTRG.313	2	13	9	487	667	559	5	24	243	373	412	230	1631
MSTRG.314	0	0	2	0	0	0	0	9	114	121	135	0	3
MSTRG.315	548	707	865	1557	1096	2329	290	368	46	44	85	1817	6643
MSTRG.316	52	54	41	481	184	432	21	27	17	9	14	204	1144
MSTRG.317	0	4	1	1	45	0	0	21	197	263	275	0	11
MSTRG.318	0	2	0	0	0	0	0	17	36	88	93	0	20
MSTRG.319	0	0	0	0	0	0	0	7	54	70	74	0	251
MSTRG.320	0	1	0	0	0	0	0	1	16	29	26	0	283
MSTRG.321	0	0	0	0	0	0	0	0	0	1	1	0	0
MSTRG.322	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.323	0	0	0	0	0	0	0	0	0	3	3	1	256
MSTRG.324	66	77	50	399	277	207	5	13	153	102	203	91	961
MSTRG.325	73	106	91	92	159	181	55	75	175	425	459	1196	1919
MSTRG.326	0	0	0	0	0	0	0	0	27	28	28	2	338
MSTRG.327	55	95	64	1	0	0	0	0	1	0	0	0	28
MSTRG.328	680	957	954	1205	1248	1439	421	644	164	275	332	3716	5646
MSTRG.329	55	77	42	197	212	122	39	120	402	579	625	1395	2364
MSTRG.330	6	142	91	4045	10915	14890	168	113	1610	1563	2602	6300	17604
MSTRG.331	18	21	35	207	136	155	126	184	174	218	238	363	1096
MSTRG.332	0	1	0	1	0	0	0	0	13	30	33	0	172
MSTRG.333	0	0	0	4	0	1	0	0	0	0	0	43	9
MSTRG.334	6	132	5	0	5	20	0	232	2081	3641	3796	6	8417
MSTRG.335	25	31	16	4	2	1	0	0	1	1	0	87	5
MSTRG.336	421	437	444	1661	1028	1103	566	1088	1310	1837	2167	8943	15178
MSTRG.337	0	0	0	10	3	10	2	0	0	0	0	0	4
MSTRG.338	0	0	0	22	58	29	0	0	0	0	0	24	24
MSTRG.339	1	6	4	51	193	76	74	161	71	119	137	65	292
MSTRG.340	0	15	0	0	1	1	0	6	146	245	230	1	270
MSTRG.341	228	216	143	1128	1528	1608	13	163	1611	2886	3094	7632	15608
MSTRG.342	1	64	2	1	8	7	0	134	1941	2369	2737	4	10885
MSTRG.343	246	242	248	639	841	736	290	444	172	346	393	3395	2723
MSTRG.344	729	870	834	1477	1533	1451	1046	2029	4519	7095	8067	14196	36764
MSTRG.345	248	318	353	407	900	380	440	756	105	167	223	2382	1237
MSTRG.346	4	1	1	59	120	87	0	2	0	1	2	50	100
MSTRG.347	0	0	0	0	0	0	0	1	0	0	0	2312	7
MSTRG.348	0	0	0	3	0	1	0	0	0	0	0	6833	10
MSTRG.349	0	0	0	1	0	0	0	1	0	0	0	56549	121
MSTRG.350	420	647	700	820	1810	850	1111	2014	816	1561	1699	13006	6499
MSTRG.351	4	18	124	8595	17289	6114	330	684	92	160	187	14118	11746
MSTRG.352	0	0	0	0	0	0	0	0	6	8	9	15977	60
MSTRG.353	1	28	2	3	0	6	0	74	1193	1099	1339	19	4398
MSTRG.354	28	24	33	44	49	42	1	1	18	27	33	6716	304
MSTRG.355	2745	2680	3822	1621	1093	1293	475	651	821	1036	1131	4213	12985
MSTRG.356	0	1	3	0	0	1	0	0	0	0	0	1	2
MSTRG.357	1	0	0	1	1	0	0	1	9	13	14	141	63
MSTRG.358	240	321	299	572	690	599	272	512	622	1112	1208	2683	5921
MSTRG.359	0	1	3	191	315	231	0	0	17	28	19	1042	1158
MSTRG.360	0	0	0	0	0	0	0	2	61	74	73	0	116
MSTRG.361	0	3	0	0	0	3	0	19	198	330	368	2	839
MSTRG.362	2687	1545	1478	30194	38714	22709	20120	26491	514	693	1005	51380	71827
MSTRG.363	0	1	0	0	0	0	0	7	32	29	41	0	4
MSTRG.364	0	0	0	0	0	0	0	3	37	53	67	0	5
MSTRG.365	4477	4647	4927	750	1062	481	312	622	2234	3099	3685	1691	20260
MSTRG.366	8	16	17	0	0	0	0	0	0	0	1	1	1
MSTRG.367	0	0	0	0	0	1	0	0	0	0	0	0	1
MSTRG.368	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.369	0	3	0	10	1	10	4	1	10	10	7	0	36
MSTRG.370	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.371	21	14	13	30	23	17	3	9	1	1	1	148	79
MSTRG.372	0	0	3	256	259	428	3	1	3	14	7	405	767
MSTRG.373	3	1	9	2864	1379	1877	25	24	31	50	69	2045	7869
MSTRG.374	20	28	17	3363	6896	2775	143	326	4	14	11	3125	5013
MSTRG.375	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.376	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.377	0	0	0	0	3	0	1	1	15	26	29	0	66
MSTRG.378	1	3	1	0	1	3	0	46	444	698	746	6	1822
MSTRG.379	0	0	0	1	0	0	0	0	8	7	12	0	4
MSTRG.380	0	0	0	36	7	25	0	1	12	25	33	6	130
MSTRG.381	9	8	23	2314	7886	3582	138	331	4	23	19	2860	6661
MSTRG.382	1	3	0	3	4	4	0	25	340	337	468	0	720
