Geneid	../bam/americana_AG_1.bam	../bam/americana_AG_2.bam	../bam/americana_AG_3.bam	../bam/americana_carcass_1.bam	../bam/americana_carcass_2.bam	../bam/americana_carcass_3.bam	../bam/americana_EB_1.bam	../bam/americana_EB_2.bam	../bam/americana_testes_1.bam	../bam/americana_testes_2.bam	../bam/americana_testes_3.bam	../bam/DameSB_fem.bam	../bam/DameSB_mal.bam
MSTRG.9488	7	121	9	1	8	15	2	204	1565	3922	4037	3	6612
MSTRG.9489	1	4	3	1	0	2	0	5	75	107	107	1	403
MSTRG.9490	0	2	2	2	0	2	2	10	58	94	122	0	130
MSTRG.9491	0	6	2	22	84	31	1	34	144	359	359	1	148
MSTRG.9492	106	77	121	400	626	318	145	206	60	47	81	36	316
MSTRG.9493	16	42	17	24	80	47	7	88	1140	1728	2055	9	4912
MSTRG.9494	3209	4915	7237	971	1894	1082	1476	2600	3515	3959	4433	4350	18932
MSTRG.9495	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9496	188	353	372	138	366	177	116	160	65	99	120	905	893
MSTRG.9497	469	1044	583	750	1160	633	305	1567	12881	17791	19642	6122	69898
MSTRG.9498	2	5	2	4	1	3	1	10	674	78	91	16	995
MSTRG.9499	552	498	466	1669	1832	1430	636	868	327	562	624	2266	4204
MSTRG.9500	598	1050	926	1638	2213	1946	1384	2416	4789	7268	8336	11169	31551
MSTRG.9501	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9502	435	566	612	3456	4384	4271	980	1818	1829	3246	3705	8975	20823
MSTRG.9503	0	3	139	1258	3443	1359	7	6	12	10	8	23230	37598
MSTRG.9504	2	1	0	2	1	4	0	1	16	27	29	1	86
MSTRG.9505	11	29	643	15375	37656	16543	143	21	90	102	90	10226	31656
MSTRG.9506	6	29	39	523	2077	2040	282	565	197	379	427	3192	7976
MSTRG.9507	8	163	5	3	6	18	2	250	2217	4612	5229	11	20351
MSTRG.9508	494	823	599	786	986	696	487	1518	7848	10494	11944	5909	44516
MSTRG.9509	600	785	736	737	1298	747	435	656	180	337	350	3100	3020
MSTRG.9510	612	879	804	1623	1472	1740	1505	2209	868	1417	1569	4168	7172
MSTRG.9511	4	4	3	0	0	0	18	23	1	1	1	0	0
MSTRG.9512	2	1	4	5	17	3	0	3	71	134	149	15	253
MSTRG.9513	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9514	21	101	40	40	67	49	104	175	613	1251	1391	6	5039
MSTRG.9515	2	2	0	0	1	0	0	17	270	264	274	0	184
MSTRG.9516	0	0	0	0	3	0	0	2	38	68	54	0	147
MSTRG.9517	3	1	6	1204	2295	600	4	1	2	5	3	198	352
MSTRG.9518	72	32	60	5	13	3	0	0	1	1	0	0	3
MSTRG.9519	0	0	0	0	0	0	0	0	0	0	1	1	172
MSTRG.9520	9	103	4	1	6	12	2	253	2691	4010	4367	3	11985
MSTRG.9521	747	1010	3002	981	588	725	414	2474	2960	5198	5643	1767	20287
MSTRG.9522	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9523	0	0	2	204	465	209	6	2	0	1	0	67	186
MSTRG.9524	0	2	3	10	7	3	0	3	4	3	2	47	3
MSTRG.9525	1	1	0	0	4	0	0	3	67	52	66	3	30
MSTRG.9526	157	103	135	510	456	233	95	185	527	482	580	119	1041
MSTRG.9527	20	35	24	297	797	349	13	25	28	74	66	250	468
MSTRG.9528	1229	1272	818	3219	4220	3793	902	1422	1134	1501	1633	6081	10517
MSTRG.9529	477	494	490	2167	1557	2176	1333	2083	1385	2565	2880	3943	10501
MSTRG.9530	0	13	0	0	0	1	0	4	16	25	33	0	836
MSTRG.9531	7	7	10	179	274	363	17	10	6	11	14	71	580
MSTRG.9532	0	3	1	14	28	10	0	2	36	45	35	6	249
MSTRG.9533	0	0	0	0	0	2	0	6	104	150	168	0	258
MSTRG.9534	17	8	8	1	0	0	0	0	6	6	11	0	11
MSTRG.9535	0	48	1	5	7	11	0	76	792	1228	1224	3	4551
MSTRG.9536	2	61	2	9	20	17	3	90	1556	2164	2225	9	8321
MSTRG.9537	17	10	23	12	6	5	0	12	1	3	2	0	18
MSTRG.9538	345	345	512	1190	2237	1202	308	557	80	100	139	4016	3873
MSTRG.9539	0	0	0	0	0	0	0	2	3	0	0	0	0
MSTRG.9540	8	7	6	20	25	17	1	2	4	3	2	0	6
MSTRG.9541	144	235	254	380	551	589	345	449	86	169	177	980	1686
MSTRG.9542	146	449	265	295	747	534	278	616	2021	3591	3818	1128	11077
MSTRG.9543	9	212	12	7	15	24	5	314	4883	6342	6933	13	20661
MSTRG.9544	13	29	9	205	168	241	41	86	328	615	595	65	1158
MSTRG.9545	376	273	303	1615	909	1047	356	549	1783	2449	3136	1703	26703
MSTRG.9546	5	205	5	44	85	77	8	188	1675	4032	4757	157	18726
MSTRG.9547	509	717	551	1245	1775	2049	2135	3940	4960	4526	5235	6701	30310
MSTRG.9548	6	200	6	3	13	28	6	299	3077	5489	5739	12	13978
MSTRG.9549	5	5	3	8	1	20	7	15	38	33	50	667	281
MSTRG.9550	45	78	59	149	460	188	74	150	126	296	339	228	437
MSTRG.9551	0	7	0	0	1	0	0	0	4	19	14	0	217
MSTRG.9552	1501	1465	1463	152	343	209	4	20	19	26	21	28	399
MSTRG.9553	6403	14786	12257	41	4	11	2	104	20	4	4	1	1758
MSTRG.9554	8630	21034	9562	31	3	9	1	9	7	0	5	0	355
MSTRG.9555	2	5	2	11	2	0	0	10	162	139	175	6	479
MSTRG.9556	543	657	755	615	480	808	427	632	234	441	558	961	5107
MSTRG.9557	53	69	63	517	998	892	8569	13750	210	299	296	919	2224
MSTRG.9558	0	0	0	0	0	0	0	1	90	72	76	1	81
MSTRG.9559	0	94	4	5	10	14	3	139	1896	3070	3604	14	12787
MSTRG.9560	17	387	15	5	27	52	7	707	7983	11510	12986	23	45858
MSTRG.9561	0	4	0	0	0	1	0	18	70	174	160	2	192
MSTRG.9562	13	354	24	5	22	37	8	689	6966	11717	12290	18	30918
MSTRG.9563	0	0	0	1	1	0	0	3	24	49	43	0	167
MSTRG.9564	2	23	0	18	5	8	2	22	328	659	791	33	2084
MSTRG.9565	18	15	21	563	259	227	13	46	450	751	746	106	1485
MSTRG.9566	4	42	2	0	2	3	3	92	926	1583	1665	2	2101
MSTRG.9567	2	6	1	88	89	69	2	19	253	328	390	2707	506
MSTRG.9568	1	1	0	5	7	8	1	1	49	76	71	33	61
MSTRG.9569	387	494	342	1309	1098	1126	399	800	2656	4929	5381	3008	26567
MSTRG.9570	0	0	0	1	0	0	0	0	4	8	4	10	14
MSTRG.9571	4364	5204	4921	11451	20782	13826	7726	10336	2435	4690	5119	11373	42200
MSTRG.9572	31	39	46	64	65	59	10	20	38	38	57	118	292
MSTRG.9573	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9574	4566	7039	7565	1402	2123	2010	1622	2638	3855	7497	8595	6540	45616
MSTRG.9575	488	470	573	1437	3166	2188	775	1173	298	391	510	4412	6700
MSTRG.9576	439	564	589	5048	5375	4121	865	1720	2037	3078	3398	16568	17669
MSTRG.9577	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9578	214	303	294	694	1547	710	333	632	916	1805	2105	8399	8156
MSTRG.9579	2886	3884	4366	3387	3834	3361	2112	3984	6872	11077	13715	35317	67513
MSTRG.9580	210	370	326	226	606	343	370	562	95	164	200	750	917
MSTRG.9581	3	1	0	6	4	4	2	1	4	3	4	41	29
MSTRG.9582	251	256	267	15000	22372	9396	8947	12708	980	1395	1592	3448	19320
MSTRG.9583	3	0	4	13	10	3	2	6	4	8	5	176	67
MSTRG.9584	2	1	5	5	2	12	4	2	3	7	12	42	50
MSTRG.9585	2242	3468	4386	5009	8929	4916	6158	10032	3718	6340	7125	22469	30576
MSTRG.9586	169	191	199	513	365	788	369	582	169	263	348	3736	4542
MSTRG.9587	1818	2291	2718	1626	1813	1018	1511	2654	4046	5704	6245	8885	27144
MSTRG.9588	2	7	1	3	3	14	2	6	4	12	11	60	42
MSTRG.9589	0	2	0	1	0	1	2	9	86	109	130	8	8
MSTRG.9590	1	2	1	1	7	2	6	14	18	34	42	62	29
MSTRG.9591	4	80	2	11	15	19	4	133	2051	1932	2072	120	15891
MSTRG.9592	104	176	125	512	940	491	103	183	444	851	881	416	1174
MSTRG.9593	0	4	0	0	1	1	0	5	73	92	99	1	71
MSTRG.9594	0	0	0	0	0	0	0	0	0	0	1	4115	7
MSTRG.9595	1	29	559	49088	35199	38185	122	12	1	86	14	19763	137762
MSTRG.9596	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9597	2	33	391	35393	75896	42017	267	13	5	97	18	23038	181853
MSTRG.9598	0	0	1	245	150	202	1	0	2	2	1	90	423
MSTRG.9599	1	28	0	3	1	6	1	77	999	1338	1538	2	2405
MSTRG.9600	3	80	4	0	3	11	0	125	2002	2117	2305	5	9900
MSTRG.9601	0	0	0	0	0	0	0	5	129	117	139	0	89
MSTRG.9602	0	11	240	3151	6338	2512	46	1	14	26	43	12251	54223
MSTRG.9603	58	90	64	187	271	192	48	71	104	183	227	530	740
MSTRG.9604	2	4	81	4454	604	2442	23	6	0	1	1	7196	44919
MSTRG.9605	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9606	0	1	0	238	93	611	1	1	0	0	0	6	7465
MSTRG.9607	4831	8279	9112	3804	7904	4019	5949	8888	3983	7018	7580	8776	30733
MSTRG.9608	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9609	803	1138	1135	7213	13666	7604	2136	3621	529	1130	1455	12708	27028
MSTRG.9610	0	0	21	313	932	531	1	1	2	1	1	6600	2149
MSTRG.9611	0	1	25	309	148	615	4	5	2	1	0	6263	5099
MSTRG.9612	0	1	9	53	35	150	4	0	0	0	0	6837	2121
MSTRG.9613	9	32	761	13731	50926	25991	253	21	1	20	27	50934	73865
MSTRG.9614	0	0	0	1	0	1	0	0	0	0	0	27	45
MSTRG.9615	0	0	19	33	2	7	1	0	0	0	0	3217	1220
MSTRG.9616	200	124	145	2744	1454	1324	243	385	321	368	451	3631	5758
MSTRG.9617	168	333	306	443	822	570	231	469	900	2064	2353	1006	7385
MSTRG.9618	0	0	0	0	0	0	0	0	0	0	0	9	4
MSTRG.9619	194	304	267	485	752	640	370	498	414	824	907	1608	3486
MSTRG.9620	236	345	362	609	812	683	364	507	426	765	948	16098	8101
MSTRG.9621	0	0	0	316	14	10	1	4	0	0	0	154	146
MSTRG.9622	4	6	8	448	630	321	31	48	110	110	98	814	1601
MSTRG.9623	0	0	0	0	0	1	0	2	12	5	7	0	12
MSTRG.9624	0	0	1	0	0	0	0	0	0	0	0	0	21
MSTRG.9625	616	504	564	1508	1393	801	537	927	332	332	418	6934	6278
MSTRG.9626	354	316	353	1438	1532	1102	398	705	405	451	548	2641	3933
MSTRG.9627	0	13	5	273	230	241	0	11	89	99	108	123	1309
MSTRG.9628	18	29	31	225	601	372	702	1110	13	15	13	304	617
MSTRG.9629	364	455	390	3	0	0	0	11	0	3	2	4	82
MSTRG.9630	1104	748	737	1	1	3	0	4	4	3	10	2	235
MSTRG.9631	4	12	15	1957	2873	1738	10	7	4	7	13	1759	2858
MSTRG.9632	0	0	0	0	0	0	0	2	32	23	24	0	8
MSTRG.9633	107	164	140	343	789	403	212	365	167	255	297	1329	1186
MSTRG.9634	284	485	410	689	1220	800	470	593	371	791	905	1536	3557
MSTRG.9635	336	459	390	1840	2056	1222	568	1233	3901	5465	6256	6934	27987
MSTRG.9636	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9637	6	7	6	83	64	62	6	3	102	168	159	52	249
MSTRG.9638	1132	1577	1771	9888	15484	7567	4592	7106	712	1200	1324	18330	24774
MSTRG.9639	161	322	378	430	1282	678	357	438	180	306	400	2123	5877
MSTRG.9640	0	1	0	7	6	8	1	4	38	57	57	7	354
MSTRG.9641	10	177	16	4	15	22	1	415	5100	6841	7404	7	20986
MSTRG.9642	198	302	189	553	554	482	518	829	1200	2331	2339	1894	9045
MSTRG.9643	96	251	106	656	555	472	146	564	3571	4804	5389	1369	13193
MSTRG.9644	13	110	9	31	44	23	13	187	1754	2939	2912	37	11228
MSTRG.9645	1	0	0	0	0	0	0	2	69	54	68	0	50
MSTRG.9646	7	86	7	0	5	19	3	217	3536	3324	3639	6	14873
MSTRG.9647	17	20	16	0	0	0	0	0	0	0	0	0	1
MSTRG.9648	0	1	0	0	0	0	0	1	8	4	2	1	117
MSTRG.9649	608	680	680	3337	2917	2919	1409	2492	6721	7782	8713	9279	35521
MSTRG.9650	10	324	15	22	17	56	8	583	5796	10981	12181	18	29109
MSTRG.9651	9	30	28	59	245	59	51	110	17	34	51	10	41
MSTRG.9652	0	0	0	9	32	14	0	0	0	0	0	0	2
MSTRG.9653	0	0	0	0	0	0	0	1	13	12	15	0	10
MSTRG.9654	0	0	0	0	0	0	0	0	3	1	9	0	0
MSTRG.9655	1	0	0	0	0	0	0	14	190	235	233	0	18
MSTRG.9656	1	18	1	1	5	2	1	36	283	755	822	0	683
MSTRG.9657	1886	3252	3436	15	9	2	2	7	9	10	9	2	1092
MSTRG.9658	7	21	4	14	10	13	2	73	841	1414	1580	7	3144
MSTRG.9659	32	49	63	87	92	182	14	12	6	10	7	82	304
MSTRG.9660	0	0	0	3	2	0	0	0	0	0	0	0	0
MSTRG.9661	25	6	20	87	28	39	5	9	2	3	4	139	159
MSTRG.9662	0	0	0	1	1	1	0	3	10	18	15	0	2
MSTRG.9663	12	44	58	3492	6918	7388	141	195	3	28	13	3566	7387
MSTRG.9664	4264	5706	7435	11483	18249	13973	20509	36905	6339	10127	11296	38903	79607
MSTRG.9665	373	299	388	1309	924	846	299	438	317	310	391	5087	6084
MSTRG.9666	1	8	2	3	1	1	0	14	318	396	383	1	103
MSTRG.9667	0	0	0	0	1	0	0	7	122	148	147	1	540
MSTRG.9668	125	137	145	804	702	703	95	169	345	567	719	1756	6831
MSTRG.9669	0	0	0	32	2	2	1	0	1	0	0	246	387
MSTRG.9670	1262	1687	1519	3475	4419	3431	1474	2365	4205	7559	8266	14486	33551
MSTRG.9671	0	0	0	0	0	0	0	0	7	0	0	0	9
MSTRG.9672	0	0	0	0	0	0	0	0	6	3	9	0	20
MSTRG.9673	0	3	0	6	3	5	2	20	124	197	187	2	4
MSTRG.9674	1262	795	1057	1746	1098	919	960	1620	635	399	548	7349	13087
MSTRG.9675	698	1287	1248	2531	3681	2862	1392	2143	2586	4697	4854	5150	22078
MSTRG.9676	10	39	38	1890	1679	1877	6922	7643	1583	2127	2524	6459	17390
MSTRG.9677	176	534	235	502	1046	579	389	1252	7592	10539	12133	1799	50215
MSTRG.9678	201	286	274	520	845	650	323	574	390	588	658	27891	4129
MSTRG.9679	4	1	4	64	80	57	181	286	7	5	9	72	89
MSTRG.9680	262	228	225	702	511	618	214	400	831	1439	1540	2616	7928
MSTRG.9681	46	76	119	2167	2643	1624	378	701	809	1116	1331	1694	10924
MSTRG.9682	0	1	0	1	0	1	1	8	56	76	94	1	137
MSTRG.9683	1	0	0	0	0	1	2	49	324	451	471	0	0
MSTRG.9684	5	131	17	0	7	26	6	145	2481	3665	4015	3	10478
MSTRG.9685	0	0	0	0	1	1	0	0	30	42	38	0	5
MSTRG.9686	169	179	147	1531	955	1059	494	677	899	1217	1324	4449	12020
MSTRG.9687	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9688	1416	1058	1261	4818	13585	4159	14024	20320	351	411	646	6320	10207
MSTRG.9689	61	72	60	247	346	312	69	136	330	619	678	419	2451
MSTRG.9690	78	176	114	262	550	309	145	276	182	384	449	688	1254
MSTRG.9691	2	4	13	843	901	1622	12	7	65	103	101	1639	6377
MSTRG.9692	5	6	11	398	1006	550	9	1	24	60	74	605	1280
MSTRG.9693	0	0	1	203	8	1	0	1	0	1	2	912	1390
MSTRG.9694	1129	1435	2216	2692	3522	6214	6872	8907	562	1085	1328	6566	40648
MSTRG.9695	945	977	1040	988	839	1352	937	1269	423	776	1040	11184	14044
MSTRG.9696	2	77	3	0	2	11	1	132	1809	2186	2471	3	8143
MSTRG.9697	11	4	5	223	64	297	6	3	5	9	15	107	602
MSTRG.9698	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9699	349	461	469	1792	4580	1663	800	1542	145	288	290	2087	4156
MSTRG.9700	40	38	63	36	28	50	29	43	13	17	24	507	256
MSTRG.9701	0	0	1	1	0	0	0	0	16	0	1	0	0
MSTRG.9702	82	97	98	861	623	805	245	393	87	152	178	2035	1714
MSTRG.9703	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9704	15516	32407	33886	28589	114587	37099	19280	31011	3076	7798	8030	61522	71927
MSTRG.9705	1564	1354	1785	2645	1834	2382	828	1163	641	717	934	8756	15091
MSTRG.9706	11	13	19	210	539	300	8	3	41	52	64	243	593
MSTRG.9707	52	52	51	1757	1263	1102	7	33	452	524	649	775	5382
MSTRG.9708	444	790	621	1782	2828	2021	1155	1782	3482	5639	6201	4607	24547
MSTRG.9709	132	193	187	279	436	180	196	409	366	530	624	3886	2312
MSTRG.9710	421	1194	660	1219	1425	2464	472	2110	19684	24742	29213	2912	138852
MSTRG.9711	31	9	15	50	25	19	0	16	15	19	22	44	39
MSTRG.9712	396	627	513	115	26	86	154	216	195	190	271	373	1861
MSTRG.9713	0	1	6	788	358	700	4	1	3	13	12	4423	9803
MSTRG.9714	0	0	5	181	226	241	0	0	4	4	2	1517	1760
MSTRG.9715	1	61	120	1253	1728	2285	23	135	768	1790	1849	10406	23727
MSTRG.9716	0	0	0	0	0	0	0	0	12	13	17	0	62
MSTRG.9717	0	2	2	0	2	2	1	3	55	73	69	0	374
MSTRG.9718	4751	9194	9302	1220	1518	1306	2895	3901	958	1956	2112	2172	10593
MSTRG.9719	999	1062	1100	2340	2999	1801	854	1814	5313	5746	6862	9356	32138
MSTRG.9720	466	524	384	1195	564	500	312	955	4323	7269	7923	18840	31228
MSTRG.9721	0	0	0	0	0	0	0	0	0	0	1	1	0
MSTRG.9722	536	1106	1074	1240	2291	1473	645	1538	4846	7487	8307	18371	35212
MSTRG.9723	13	382	15	3	25	55	8	614	7419	11510	12547	42	32975
MSTRG.9724	0	2	9	7	9	6	1	1	2	0	1	990	562
MSTRG.9725	412	552	551	7	5	4	0	8	6	4	8	6	347
MSTRG.9726	3	66	4	1	5	13	1	91	2746	1702	1835	3	7312
MSTRG.9727	1	1	0	12	67	24	2	4	7	2	8	35	152
MSTRG.9728	14	42	40	236	484	243	30	63	153	323	345	101	1486
MSTRG.9729	199	192	230	846	601	683	271	350	293	333	352	3544	5210
MSTRG.9730	276	259	318	1450	1021	1166	875	1595	105	119	174	2379	4178
MSTRG.9731	2	38	2	1	1	4	2	76	814	1841	1959	2	4321
MSTRG.9732	0	2	0	0	0	1	0	4	36	63	85	1	341
MSTRG.9733	9	118	15	4	6	23	2	305	6357	4972	6027	14	20987
MSTRG.9734	54	38	33	563	875	460	390	473	27	28	28	503	956
MSTRG.9735	0	1	2	39	101	72	0	2	22	25	39	19	99
MSTRG.9736	16	24	30	104	408	208	26	69	91	224	222	279	486
MSTRG.9737	0	0	0	1	1	0	0	0	0	0	0	0	0
MSTRG.9738	6	15	12	4	31	6	9	11	3	2	2	8	9
MSTRG.9739	759	1479	1439	1137	2463	2232	1803	2603	2578	5609	6201	2232	18804
MSTRG.9740	40	39	63	2040	2062	2170	128	211	161	220	257	1260	6318
MSTRG.9741	0	11	1	0	3	2	1	11	183	327	381	1	513
MSTRG.9742	1	0	0	41	66	42	0	7	51	71	85	6	30
MSTRG.9743	14	8	7	0	0	0	0	0	1	0	0	0	5
MSTRG.9744	0	2	0	120	209	113	3	13	1	0	1	54	32
MSTRG.9745	15	135	10	72	421	278	125	525	2361	4984	5855	46	19462
MSTRG.9746	9	336	16	6	20	21	11	457	4618	8944	9171	14	18195
MSTRG.9747	659	780	578	2549	1562	1829	999	1981	5201	8942	9662	5226	45531
MSTRG.9748	341	400	423	672	1174	1178	3854	4055	537	888	934	1441	3849
MSTRG.9749	0	13	1	0	2	5	8	18	219	314	361	3	1226
MSTRG.9750	78	105	122	224	749	255	143	229	31	39	52	2069	548
MSTRG.9751	1105	852	950	11272	12844	10323	5390	7882	420	408	590	7001	17083
MSTRG.9752	2	6	1	3	0	1	0	11	239	213	212	1	1859
MSTRG.9753	34	42	29	707	1705	1223	1423	2195	27	90	83	73	756
MSTRG.9754	137	184	147	233	482	300	173	252	133	297	310	1030	1249
MSTRG.9755	30	394	25	6	49	58	12	764	9606	12896	13838	46	43121
MSTRG.9756	716	647	748	1208	795	917	566	910	977	1382	1624	3318	9449
MSTRG.9757	3944	5320	5469	5390	9046	5943	4385	8726	28188	34682	39816	24680	201102
MSTRG.9758	0	0	1	0	0	0	0	0	2	0	1	0	2
MSTRG.9759	95	126	147	21	14	12	12	40	153	175	199	103	146
MSTRG.9760	0	3	0	5	5	2	0	5	282	176	222	1	1602
MSTRG.9761	0	0	0	0	0	0	0	0	0	1	0	0	4
MSTRG.9762	0	0	0	0	0	0	9	13	3	3	6	0	54
MSTRG.9763	0	0	0	4	2	1	20	36	2	12	8	6	91
MSTRG.9764	0	0	0	6	5	1	0	1	1	1	0	93	1
MSTRG.9765	11	0	6	52	37	52	6	8	15	8	17	2009	56
MSTRG.9766	0	1	0	1	11	5	0	0	2	3	2	86	10
MSTRG.9767	1	300	220	1	657	147	753720	1096760	52	231	1676	2	7916
MSTRG.9768	0	0	2	218	303	290	1	0	5	4	6	78	328
MSTRG.9769	0	0	0	1	0	0	0	0	6	2	0	0	0
MSTRG.9770	327	393	501	864	953	887	512	705	259	417	547	3137	5537
MSTRG.9771	10	8	6	156	253	80	27	33	5	0	4	55	111
MSTRG.9772	5	3	3	48	191	26	25	39	9	1	5	10	17
MSTRG.9773	0	0	0	15	8	8	4	3	1	0	1	1	10
MSTRG.9774	3	7	1	30	36	17	8	22	76	122	137	12	455
MSTRG.9775	24	501	23	15	43	63	5	868	9392	14318	15956	42	50168
MSTRG.9776	138	170	180	494	843	512	208	313	178	304	365	1626	2554
MSTRG.9777	114	176	170	197	608	249	229	360	72	170	190	797	2079
MSTRG.9778	527	673	664	546	1295	590	618	847	118	187	293	2739	1704
MSTRG.9779	1794	2660	2617	14816	26119	7347	3344	4552	360	644	740	10448	15870
MSTRG.9780	244	315	333	427	673	461	344	418	87	168	212	1991	2608
MSTRG.9781	328	478	525	650	819	716	1534	2681	149	234	268	2545	3199
MSTRG.9782	46	53	184	69236	103014	23832	145	118	336	191	237	3473	46977
MSTRG.9783	154	264	235	379	582	357	156	322	912	1578	1780	2908	5072
MSTRG.9784	0	2	3	0	0	0	0	3	44	83	93	1	170
MSTRG.9785	2	62	2	2	2	9	0	112	1183	2163	2343	2	5979
MSTRG.9786	6	248	8	1	19	36	7	519	4991	8593	9490	5	15740
MSTRG.9787	0	4	1	0	0	0	1	26	132	260	343	1	789
MSTRG.9788	0	9	0	1	0	2	2	23	128	340	353	0	1309
MSTRG.9789	4	138	6	0	14	13	2	276	2722	4562	5110	3	10722
MSTRG.9790	0	1	0	9	14	15	0	18	87	154	135	19	278
MSTRG.9791	67	57	45	680	853	588	6378	7961	55	180	183	1957	2954
MSTRG.9792	938	594	472	3516	1029	1134	669	1312	5927	8025	9175	4296	29349
MSTRG.9793	399	417	647	776	724	1276	817	1030	156	305	344	6305	6932
MSTRG.9794	7	7	13	512	369	390	3	2	0	0	1	335	776
MSTRG.9795	742	929	637	208	328	206	28305	44720	514	840	1122	2439	9018
MSTRG.9796	1012	1558	1401	1549	3029	1499	9157	11144	102	174	195	4460	8340
MSTRG.9797	303	304	397	4849	5328	8128	3598	5428	56	54	79	6914	20484
MSTRG.9798	13698	21950	26005	26295	104494	27400	13467	22791	2956	5713	6097	228906	96182
MSTRG.9799	791	1188	1404	1363	2577	1502	660	1208	200	415	461	6421	4748
MSTRG.9800	566	13722	626	349	681	1916	191	23689	315881	434845	475142	777	1627544
MSTRG.9801	1215	980	814	608	905	487	230	368	54	61	74	1997	1583
MSTRG.9802	64	107	116	402	454	446	63	99	20	28	24	353	658
MSTRG.9803	1329	1511	1704	2499	2366	2500	1725	2615	1302	2205	2558	6355	14606
MSTRG.9804	4736	6234	6669	15938	25226	11532	5319	8295	4241	6427	7558	51886	55930
MSTRG.9805	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9806	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9807	60	69	56	363	240	229	92	104	45	44	61	760	652
MSTRG.9808	3	1	0	0	2	0	0	3	32	37	43	3	22
MSTRG.9809	9641	12556	13712	3774	2883	3074	4904	7826	2125	2972	3538	13962	25410
MSTRG.9810	199	118	101	6	9	5	1	0	0	1	0	1	13
MSTRG.9811	1508	1499	1750	3368	3284	5979	3299	3541	554	608	798	7554	21033
MSTRG.9812	1	0	4	1	2	0	4	7	59	69	86	0	1624
MSTRG.9813	0	6	1	1	0	1	1	2	62	60	67	5	47
MSTRG.9814	0	3	0	6	16	8	0	3	7	28	33	97	54
MSTRG.9815	0	0	0	5	21	7	0	0	0	0	0	0	5
MSTRG.9816	19	104	734	87015	109175	82235	320	28	1	38	68	21702	103898
MSTRG.9817	1277	716	888	27264	29041	18712	6947	8774	211	222	333	43366	54183
MSTRG.9818	371	473	348	143	114	139	63	82	7	19	16	2755	347
MSTRG.9819	4	3	3	38	125	35	0	0	0	0	0	61	69
MSTRG.9820	463	374	516	2380	2068	2524	808	1195	35	47	84	2580	5303
MSTRG.9821	3	5	4	2	28	2	2	10	0	0	0	4	8
MSTRG.9822	1	3	1	12	77	14	5	7	0	1	2	6	21
MSTRG.9823	0	0	0	0	1	0	0	0	0	0	0	0	154
MSTRG.9824	1	1	0	6	13	6	5	1	8	14	11	107342	279
MSTRG.9825	1263	1559	1696	957	1771	866	749	1340	1286	1741	2105	3856	9124
MSTRG.9826	194	279	271	380	353	262	208	424	846	1637	1948	1744	7546
MSTRG.9827	1	1	3	9	15	5	5	6	3	2	3	69	9
MSTRG.9828	0	0	0	0	1	0	0	0	0	5	4	23956	45
MSTRG.9829	0	0	0	0	0	0	2	1	0	0	0	15172	29
MSTRG.9830	0	0	0	0	0	1	1	1	11	5	12	2	2
MSTRG.9831	4	5	1	103	205	36	30	40	1	2	4	13	30
MSTRG.9832	3318	1829	2004	34606	33054	31730	28629	43130	648	616	1175	20710	56405
MSTRG.9833	0	5	18	149	425	170	7	3	3	0	16	2919	2967
MSTRG.9834	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.9835	1	13	55	2613	9752	1758	40	8	0	20	241	22862	43190
MSTRG.9836	84	59	68	315	51	221	108	126	14	27	39	240	747
MSTRG.9837	13	366	27	27	54	64	7	694	7326	13502	14052	20	34094
MSTRG.9838	1	11	1	0	3	0	1	76	836	917	1015	5	1383
MSTRG.9839	0	3	0	0	0	0	0	16	120	175	201	0	60
MSTRG.9840	0	13	0	0	5	3	0	18	279	356	385	3	1368
MSTRG.9841	3	6	3	25	10	49	23	33	1	1	1	39	96
MSTRG.9842	4	53	1	0	2	13	0	89	1052	1622	1787	5	4098
MSTRG.9843	473	509	535	7837	7981	9173	1227	1895	1095	2018	2299	2219	17299
MSTRG.9844	3	0	8	312	343	669	4	5	3	2	3	7281	14955
MSTRG.9845	3	9	23	649	1057	1014	11	10	1	10	9	10049	8814
MSTRG.9846	1	36	3	1	4	6	0	92	967	2078	2341	14	9440
MSTRG.9847	945	665	688	1400	834	884	333	507	189	220	238	1981	3820
MSTRG.9848	75	260	54	6	16	36	6	382	3895	6015	6057	8	19435
MSTRG.9849	10	3	5	44	23	68	1	9	56	102	105	5481	609
